COD_LOCAL;CodMaterial;DESCRIPCION;Instock;CodInterno
U331;210186;UC-T DOY 24X200 NATU;1;3707
U331;402124001;UC-I POU 24X200 NAPO;1;3801
U331;402124004;UC-I POU 24X200 BOLO;1;3802
U331;402124003;UC-I POU 24X200 PIAM;1;3803
U331;402124002;UC-I POU 24X200 MEDI;1;3804
U331;713068; M.MIA RT.TARRO 48X2;1;22416
U331;713069; M.MIA RT.TARRO 48X2;1;22417
U331;561345; LUCC ITALIANA 6(6*2;0;22446
U331;189981;AL-P TAR 24X285 CARN;1;4650
U331;189982;AL-P TAR 24X285 CHAM;1;4651
U331;189983;AL-P TAR 24X285 OLIV;1;4652
U331;633015; ITALIANA  TALLIANI ;1;22511
U331;633016; ITALIANA TALLIANI 2;1;22512
U331;6535;A 250 G LUCCHETTI;1;541
U331;6537;A 500 G  FARDO LUCCH;1;2563
U331;6486;ANI SPAGHETTI 5  400;1;331
U331;6487;ANI  TALLARIN 77  40;0;332
U331;6491;ANI TALLARIN 78  400;1;333
U331;6489;ANI  CARACOL 36  400;1;12438
U331;6495;ANI  FARFALLE 89  40;1;12488
U331;6497;ANI NIDO FETTUCCINI ;1;12490
U331;185012;ANI NIDOS CAPELLINI ;1;12494
U331;133994;ANI  RIGATI 46 3 SAB;1;19446
U331;6488;ANI  RIGATI 48  400 ;1;19448
U331;6492;ANI CABELLITOS 51  4;1;19451
U331;6490;ANI SPIRALI 56  400 ;1;19456
U331;6496;ANI CORBATITAS 83  4;1;19483
U331;669435;ANI AL BRONCE FARFAL;1;22021
U331;669437;ANI AL BRONCE TALLAR;1;22023
U331;669439;ANI AL BRONCE ESPIRA;1;22025
U331;669440;ANI AL BRONCE GNOCCH;1;22026
U331;669441;ANI AL BRONCE TORCHI;1;22027
U331;212985;E MARAVILLA MIRAFLOR;1;959
U331;4914;E MIRAFLORES MARAVIL;1;24175
U331;189591;E MIRAFLORES VEGETAL;1;24176
U331;804656;ANIOLIVA TRADICIONAL;1;24220
U331;804657;ANI OLIVA TRADICIONA;1;24221
U331;804658;ANI OLIVA TRADICIONA;1;24224
U333;138751; 3/4 CREM 48X60;1;56301
U333;138754; 3/4 CHOC 48X70;1;56304
U333;9693;ANT 1/2   48X60;1;56311
U333;8115;ANT LIGHT 48X42;1;56312
U333;60385;STELERA   48X76;1;56321
U333;10525;24X170 GRS.;1;50061
U333;10503;24X100 GRS;1;50062
U333;192563;48X50 GRS.;1;50063
U333;10529;DESC. 24X170 GRS.;1;50081
U333;10530;DESC. 24X100 GRS.;1;50082
U333;210094;DESC. 48X50 GRS.;1;50083
U333;341325;ARABIGO 24X170;1;50191
U333;341324;ARABIGO 24X100;1;50192
U333;705850;LIOFILIZADO 12X100;1;50252
U333;751557;TENTACIONES 24(8X19);1;50354
U333;751554;TENTACIONES 24(8X19);1;50355
U333;751558;TENTACIONES 24(8X22);1;50356
U333;751555;TENTACIONES 24(8X19);1;50357
U333;751552;TENTA DESCA 24(8x19);1;50363
U333;751553;TENTA LIGHT 24(8x15);1;50364
U333;872418;TENTA LIGHT 24(8X15);1;50365
U333;872419;TENTA DESC 24(8X20) ;1;50366
U333;872420;ORIGENES 12X250 COLO;1;50561
U333;872421;ORIGENES 12X250 ETIO;1;50562
U333;872422;ORIGENES 12X250 COST;1;50563
U333;879200;Y HILL 4(20X35) NARA;1;59311
U333;879201;Y HILL 4(20X35) DURA;1;59312
U333;879202;Y HILL 4(20X35) PIÑA;1;59313
U333;879203;Y HILL 4(20X35) FRUT;1;59314
U333;879204;Y HILL 4(20X35) MANZ;1;59316
U333;193366;O 8X320 ORIGINAL;1;53401
U333;193367;O 8X320 QUESO;1;53402
U333;193368;O 8X320 CR.CEBOLLA;1;53403
U333;193369;O PIZZA 8x320;1;53404
U333;193370;O 8X320 JAMON;1;53405
U333;848746;O AIR CRUNCH 14X140 ;1;53451
U333;848747;O AIR CRUNCH 14X140 ;1;53452
U333;184582;O 24X80 ORIGINAL;1;53536
U333;184590;O 24X80 QUESO;1;53537
U333;184575;O 24X80 CEBOLLA;1;53538
U333;184586;O 24X80 PIZZA O KETC;1;53539
U333;184578;O 24X80 JAMON;1;53540
U333;899945;O AIR CRUNCH 8(6X35);1;53543
U333;899946;O 8X6X40 ORIGINAL   ;1;53556
U333;899947;O 8X6X40 QUESO   dia;1;53557
U333;899948;O 8X6X40 CREMA CEBOL;1;53558
U333;899949;O 4X5X40 SURTIDAS   ;1;53588
U333;568200;QUA 4(25X6) NARANJA;1;58611
U333;568202;QUA 4(25X6) UVA BLAN;1;58613
U333;685550;AC 4(25X7) LIMONADA ;1;58632
U333;685551;AC 4(25X7) LIMONADA ;1;58633
U333;685552;AC 4(25X7) LIMONADA ;1;58634
U333;401709001;N ANTIOX 4(25X7) MAN;1;58643
U333;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U333;401709005;N ANTIOX 4(25X7) FRA;1;58653
U333;795025;AC 4(25X7) HUESILLO;1;58660
U333;401724001;N 4(25X8) NARANJA;1;58661
U333;401724010;N 4(25X7) DURAZNO;1;58664
U333;401724011;N 4(25X7) PIÑA;1;58665
U333;506348;AC 4(25X7) POMELO RO;1;58667
U333;401724014;N 4(25X7) FRUTILLA;1;58668
U333;401724015;N 4(25X7) PERA AGUA;1;58669
U333;401724017;N 4(25X7) MANGO;1;58671
U333;401724007;N 4(25X7) BERRIES;1;58673
U333;401724006;N 4(25X7) MELON TUNA;0;58674
U333;401724002;N 4(25X7) PAPAYA;1;58679
U333;690643;AC 4(25X7) TE DURAZN;1;58681
U333;401710001;AC 4(25X7) TE V LIMO;1;58682
U333;593562002;AC 4(25X7) MARACUYA;1;58688
U333;795026;N BLENDS PISCO SOUR ;1;58721
U333;795027;N BLENDS MOJITO 4x25;1;58723
U333;795028;N BLENDS CAIPIRINHA ;1;58724
U333;795029;N BLENDS PIÑA COLADA;1;58725
U333;795030;CER PIÑA/COCO 10x10;1;58745
U333;795031; MANZ/UVA BCA 10x10;1;58746
U333;795033;ECER NAR/FRUTIL 10x1;1;58748
U333;401634001;N NECT TET 10X1000 N;1;54416
U333;401634005;N NECT TET 10X1000 D;1;54417
U333;401634004;N NECT TET 10X1000 M;0;54418
U333;401634003;N NECT TET 10X1000 U;1;54419
U333;401634002;N NECT TET 10X1000 A;1;54420
U333;402622001;N NECT TET 4X6X200 N;1;54431
U333;402622002;N NECT TET 4X6X200 D;1;54432
U333;402622003;N NECT TET 4X6X200 M;0;54433
U333;646726;N NECT TET 4X6X200 P;1;54434
U333;840022;N NECTAR TET 4(6X200;1;54435
U333;401707001;N NECT PET 6X1500 NA;1;54461
U333;401707005;N NECT PET 6X1500 DU;1;54462
U333;401707004;N NECT PET 6X1500 MA;1;54463
U333;401707003;N NECT PET 6X1500 UV;1;54464
U333;401707002;N NECT PET 6X1500 AR;1;54465
U333;840023;N NECTAR PET 6X1500 ;1;54467
U333;840024;N NECTAR PET 6X1500 ;1;54468
U333;10528;RREY 24X170 GRS.;1;50041
U333;10527;RREY 24X100 GRS.;1;50042
U333;10526;RREY 48X50 GRS.;1;50043
U333;681943;CLA 24X100 DOYPACK;0;50117
U333;872417;MONTERREY C/LECHE 24;1;50340
U333;401712001;IGHT NARANJA 10X1000;1;54081
U333;401712004;IGHT DURAZNO 10X1000;1;54082
U333;401712003;IGHT PIÑA 10X1000;1;54084
U333;402621001;IGHT TETRA 24X200 NA;1;54361
U333;402621003;ET LIGHT PIÑA 24X200;1;54362
U333;402621002;ET LIGHT DURAZNO 24X;1;54363
U333;401713001;ET 10X1000 NARANJA;1;54381
U333;401713002;ET 10X1000 PIÑA;1;54382
U333;401713003;ET 10X1000 DURAZNO;1;54383
U333;401713004;ET 10X1000 DAMASCO;1;54384
U333;401713005;ET 10X1000 MANZANA;1;54385
U333;401713006;ET 10X1000 MANGO;1;54386
U333;401713007;ET 10X1000 MULTIFRUT;1;54387
U333;401713008;ET 10X1000 FRUTILLA;1;54388
U333;402619001;A 6X1500 NARANJA;1;54521
U333;402619008;A 6X1500 PIÑA;1;54522
U333;402619007;A 6X1500 DURAZNO;1;54523
U333;402619006;A 6X1500 DAMASCO;1;54524
U333;402619005;A 6X1500 MANGO;1;54526
U333;402619004;A 6X1500 MULTIFRUTA;1;54527
U333;402619003;A 6X1500 FRUTIFRUTIL;1;54528
U333;402619002;A 6X1500 NAR/PLATANO;1;54529
U333;402625007;ARANJA  4X6X200;1;57521
U333;402625001;IÑA     4X6X200;1;57522
U333;402625006;URAZNO  4X6X200;1;57523
U333;402625005;AMASCO  4X6X200;1;57524
U333;402625004;ANZANA  4X6X200;1;57525
U333;127960;ULTIFRU 4X6X200;0;57527
U333;402625002;RUTILLA 4X6X200;1;57528
U333;706576;LIVEAN 20X20 CHOCOLA;1;56251
U333;706577;LIVEAN 20X20 VAINILL;1;56252
U333;706579;LIVEAN 20X20 BERRIES;1;56254
U333;883075;LIVEAN 20X20 Maracuy;1;56255
U333;883076;LIVEAN 20X20 CARAMEL;1;56256
U333;185021;IVEAN 20X22 NARANJA;1;56711
U333;185022;IVEAN 20X22 PIÑA;1;56712
U333;185017;IVEAN 20X22 DURAZNO;1;56713
U333;184702;IVEAN 20X22 BERRIES;1;56715
U333;185020;IVEAN 20X22 MANZANA ;1;56716
U333;185019;IVEAN 20X22 MANDARIN;1;56717
U333;401715001;CHOCO EST 60X50;0;56231
U333;401715003;MANJA EST 60X50;0;56233
U333;7297;F 24X300;1;53014
U333;31926;F 14X500;1;53018
U333;7117; RAFF BOLSA  12X900;1;53021
U333;580032003;CHOC POT 24X400;1;53043
U333;401720003;FRUT BSA 24X400;1;53047
U333;401720001;CHOC BSA 24X400;1;53048
U333;144324;VAINILLA 24X200;1;53061
U333;144323;FRUTILLA 24X200;1;53062
U333;144322;CHOCOLAT 24X200;1;53063
U333;53863; RAFF CAN 24X400;1;53071
U333;571238;PROC 25 PORC MENOS A;1;53083
U333;10659;JAS CANISTER 48X36 G;1;52112
U333;213171; DOYPACK 24X100;1;50532
U333;10539; CAN 24X170;1;50541
U333;401727004;LIGHT 80X20 NARANJA;0;57121
U333;401727005;LIGHT 80X20 PIÑA;0;57122
U333;401727006;LIGHT 80X20 DURAZNO;1;57123
U333;401727008;LIGHT 80X20 MANGO;1;57125
U333;401727009;LIGHT 80X20 FRUTI LL;1;57127
U333;401727010;LIGHT 80X20 FRAMBUES;0;57128
U333;401725003;UKO FRUT 60X60;1;57404
U333;401725004;UKO NARAN 60X60;1;57407
U333;401725006;UKO BLUE    60X60;1;57409
U333;795020;KO LIGHT 4 NARANJA 4;1;57423
U333;795021;KO LIGHT 4 FRUTAS TR;1;57424
U333;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U333;184997;ZERO 4(25X8) NARANJA;1;57461
U333;401708001;ZERO 4(25X7) PIÑA;1;57462
U333;401708002;ZERO 4(25X7) DURAZNO;1;57463
U333;401708005;ZERO 4(25X7) BERRIES;1;57466
U333;900816;NAC 6(28X35) NARANJA;1;57901
U333;900817;NAC 6(28X35) DURAZNO;1;57902
U333;900818;NAC 6(28X35) PIÑA;1;57903
U333;900819;NAC 6(28X35) MANZANA;1;57904
U333;900820;NAC 6(28X35) FRUTILL;1;57905
U333;900821;NAC 6(28X35) FRAMBUE;1;57906
U333;900822;NAC 6(28X35) DAMASCO;1;57907
U333;900823;NAC 6(28X35) PAPAYA;1;57908
U333;900824;NAC 6(28X35) MANGO;1;57909
U333;900825;NAC 6(28X35) NARANJA;1;57910
U333;900826;NAC 6(28X35) MELON T;1;57911
U333;900827;NAC 6(28X35) HUESILL;1;57912
U333;900828;NAC 6(28X35) KIWI;1;57913
U333;900829;NAC 6(28X35) ARANDAN;1;57914
U333;900831;NAC 6(28X35) LIMON D;1;57916
U333;900832;NUTRITION 6(28X35) N;1;57918
U333;900833;NAC TUTIFRUTI 6(28X3;1;57920
U333;900834;NAC TUTIFRUTI 6(28X3;1;57921
U333;900835;NAC TUTIFRUTI 6(28X3;1;57922
U333;900836;TEAFRUT 6(28X35) TE ;1;57923
U333;900837;TEAFRUT 6(28X35) TE ;1;57924
U333;53378;E ACETO BALSAMICO 12;1;907
U333;6527; 3 SPAGHETTINI 400 G;1;26
U333;6532;ETTI TALLARIN 78 400;1;129
U333;6531;ETTI SPAGHETTI  5  4;1;230
U333;185007;ETTI SPAGHETTI  5 TR;1;235
U333;6530;ETTI CABELLO ANGEL 1;1;240
U333;6526;ETTI  TALLARIN 77  4;1;533
U333;6515;ETTI LASAÑA PREC 200;1;1203
U333;231748;ETTI PACK 3 SPAG 5 +;1;5067
U333;6516;ETTI CORBATAS 88  40;1;11488
U333;189988;ETTI  PEPITAS 27  25;1;18227
U333;189986;ETTI  CARACOLITOS 35;1;18235
U333;6542;ETTI  MARIPOSA 81  2;1;18281
U333;210336;ETTI  QUIFAROS 33  4;1;18433
U333;6521;ETTI  CARACOLES 36  ;1;18436
U333;6514;ETTI  MOSTACHOLI 42 ;1;18443
U333;6518;ETTI  CANUTO 47  400;1;18447
U333;185006;ETTI  RIGATTI TR3S 4;1;18449
U333;6528;ETTI CABELLITOS 51  ;1;18451
U333;6519;ETTI  ESPIRALES 56  ;1;18456
U333;185005;ETTI  ESPIRALES 56 T;1;18457
U333;6517;ETTI  CORBATITAS 83 ;1;18484
U333;579374;ETTI GNOCHETTI 400 G;1;22038
U333;756360;LLINI TOMATE MOZZARE;1;22066
U333;756361;LLINI VERDURAS LUCCH;0;22067
U333;576919;ETTI P.PRONTA MACARO;1;22070
U333;576922;ETTI P.PRONTA CARACO;1;22073
U333;770778;ETTI P.PR.ESPIR. SAL;1;22074
U333;770779;ETTI P.PR.MOST.LOMO ;1;22075
U333;192562;ETTI CORBATAS 88 TR3;1;22159
U333;606698;ETTI LASAÑA PREC 360;0;22166
U333;551269;ETTI 5 SPAGHETTI INT;1;22198
U333;551270;ETTI FARFALLE INTEGR;1;22199
U333;911960;ETTI VIOLETA 28 320G;1;22228
U333;911961;ETTI MARGARITA 29 32;1;22229
U333;549001;IRAL 400G + 1 SALSA ;1;22276
U333;201379;3 SPG 400g LU + M.MI;1;22278
U333;139762;AS NTZZ 6(10X110) CA;1;25031
U333;139763;AS NTZZ 6(10X110) PA;1;25032
U333;139764;AS NTZZ 6(10X110) PO;0;25033
U333;761704;AS NTZZ 6(10X65) AJI;1;25036
U333;761705;AS NTZZ 6(10X128) PA;1;25037
U333;220613;ER 3(20X16) POLLO;0;25042
U333;220611;ER 3(20X16) CHOCLO;0;25043
U333;519862;IGERE 3(20X14) TOMAT;1;25052
U333;519863;IGERE 3(20X14) CHOCL;1;25053
U333;635311;IGERE 6(12X65) POSTA;1;25056
U333;635312;IGERE 6(12X65) POLLO;1;25057
U333;761707;PREM NTZZ 18X75 CHAM;1;25061
U333;761708;PREM NTZZ 18X75 POLL;0;25062
U333;761709;PREM NTZZ 18X75 ESPA;1;25063
U333;761710;PREM NTZZ 18X90 CHOC;0;25064
U333;761711;PREM NTZZ 18X90 ZAPA;1;25065
U333;761712;PREM NTZZ 18X95 TOMA;1;25066
U333;519867;IGERE 6(12X65) CHOCL;1;25073
U333;761714;PER PREM NTZZ 3(20X1;1;25082
U333;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U333;128223; NTZZ 18X72 POLLO;1;25372
U333;128226; NTZZ 18X82 TOMATE;1;25373
U333;128227; NTZZ 18X76 ESPARRAG;1;25374
U333;128228; NTZZ 18X80 CHOCLO;1;25375
U333;128229;NTZZ 18X70 POLLO/FID;1;25381
U333;128230;NTZZ 18X80 POSTA/CAB;1;25382
U333;128239;NTZZ 18X70 CARNE/ANI;1;25383
U333;128218;NTZZ 18X70 CARACOLIT;1;25384
U333;128219;NTZZ 18X70 CARNE/VER;1;25385
U333;128221;NTZZ 18X73 POLLO/SEM;1;25386
U333;128237;NTZZ 18X70 POLLO/ARR;1;25387
U333;192302;NTZZ 18X60 COSTILLA/;1;25388
U333;402121001;REN NTZZ CARNE 6(30X;1;25784
U333;212176;REN NTZZ CARNE 6(20X;1;25785
U333;761715;REN NTZZ CARNE 30(48;1;25786
U333;402122001;REN NTZZ GALLI 6(30X;1;25787
U333;212178;REN NTZZ GALLI 6(20X;1;25788
U333;402122003;REN NTZZ COSTI 6(30X;1;25790
U333;402122002;REN NTZZ VERDU 6(30X;1;25791
U333;132462;UC-T DOY 24X200 ITAL;0;3705
U333;210186;UC-T DOY 24X200 NATU;1;3707
U333;402124001;UC-I POU 24X200 NAPO;1;3801
U333;402124004;UC-I POU 24X200 BOLO;1;3802
U333;402124003;UC-I POU 24X200 PIAM;1;3803
U333;402124002;UC-I POU 24X200 MEDI;1;3804
U333;713068; M.MIA RT.TARRO 48X2;1;22416
U333;713069; M.MIA RT.TARRO 48X2;1;22417
U333;561345; LUCC ITALIANA 6(6*2;1;22446
U333;189981;AL-P TAR 24X285 CARN;1;4650
U333;189982;AL-P TAR 24X285 CHAM;1;4651
U333;189983;AL-P TAR 24X285 OLIV;1;4652
U333;633015; ITALIANA  TALLIANI ;1;22511
U333;633016; ITALIANA TALLIANI 2;1;22512
U333;6535;A 250 G LUCCHETTI;1;541
U333;6537;A 500 G  FARDO LUCCH;1;2563
U333;6486;ANI SPAGHETTI 5  400;1;331
U333;6487;ANI  TALLARIN 77  40;1;332
U333;6491;ANI TALLARIN 78  400;1;333
U333;139770;ANI CARACOL 3 SAB 36;1;12437
U333;6489;ANI  CARACOL 36  400;1;12438
U333;6495;ANI  FARFALLE 89  40;1;12488
U333;6497;ANI NIDO FETTUCCINI ;1;12490
U333;185013;ANI NIDO FETTUCCINI ;1;12493
U333;185012;ANI NIDOS CAPELLINI ;1;12494
U333;133994;ANI  RIGATI 46 3 SAB;1;19446
U333;6488;ANI  RIGATI 48  400 ;1;19448
U333;6492;ANI CABELLITOS 51  4;1;19451
U333;6490;ANI SPIRALI 56  400 ;1;19456
U333;6496;ANI CORBATITAS 83  4;1;19483
U333;185009;ANI MACCHERONI 400 G;1;22014
U333;669435;ANI AL BRONCE FARFAL;1;22021
U333;669437;ANI AL BRONCE TALLAR;1;22023
U333;669439;ANI AL BRONCE ESPIRA;1;22025
U333;669440;ANI AL BRONCE GNOCCH;1;22026
U333;669441;ANI AL BRONCE TORCHI;1;22027
U333;212985;E MARAVILLA MIRAFLOR;1;959
U333;4914;E MIRAFLORES MARAVIL;1;24175
U333;189591;E MIRAFLORES VEGETAL;1;24176
U333;804656;ANIOLIVA TRADICIONAL;1;24220
U333;804657;ANI OLIVA TRADICIONA;1;24221
U333;804658;ANI OLIVA TRADICIONA;1;24224
U335;138751; 3/4 CREM 48X60;1;56301
U335;138754; 3/4 CHOC 48X70;1;56304
U335;8115;ANT LIGHT 48X42;1;56312
U335;60385;STELERA   48X76;1;56321
U335;10525;24X170 GRS.;1;50061
U335;10503;24X100 GRS;1;50062
U335;192563;48X50 GRS.;1;50063
U335;10529;DESC. 24X170 GRS.;1;50081
U335;10530;DESC. 24X100 GRS.;1;50082
U335;210094;DESC. 48X50 GRS.;1;50083
U335;341325;ARABIGO 24X170;1;50191
U335;705850;LIOFILIZADO 12X100;1;50252
U335;751557;TENTACIONES 24(8X19);1;50354
U335;751554;TENTACIONES 24(8X19);1;50355
U335;751558;TENTACIONES 24(8X22);1;50356
U335;751555;TENTACIONES 24(8X19);1;50357
U335;751552;TENTA DESCA 24(8x19);1;50363
U335;751553;TENTA LIGHT 24(8x15);1;50364
U335;872418;TENTA LIGHT 24(8X15);1;50365
U335;872419;TENTA DESC 24(8X20) ;1;50366
U335;872420;ORIGENES 12X250 COLO;1;50561
U335;872421;ORIGENES 12X250 ETIO;1;50562
U335;872422;ORIGENES 12X250 COST;1;50563
U335;879200;Y HILL 4(20X35) NARA;1;59311
U335;879201;Y HILL 4(20X35) DURA;1;59312
U335;879202;Y HILL 4(20X35) PIÑA;1;59313
U335;879203;Y HILL 4(20X35) FRUT;1;59314
U335;879204;Y HILL 4(20X35) MANZ;1;59316
U335;193366;O 8X320 ORIGINAL;1;53401
U335;193367;O 8X320 QUESO;1;53402
U335;193368;O 8X320 CR.CEBOLLA;1;53403
U335;193369;O PIZZA 8x320;1;53404
U335;193370;O 8X320 JAMON;1;53405
U335;848746;O AIR CRUNCH 14X140 ;1;53451
U335;848747;O AIR CRUNCH 14X140 ;0;53452
U335;184582;O 24X80 ORIGINAL;1;53536
U335;184590;O 24X80 QUESO;1;53537
U335;184575;O 24X80 CEBOLLA;1;53538
U335;184586;O 24X80 PIZZA O KETC;1;53539
U335;184578;O 24X80 JAMON;1;53540
U335;899945;O AIR CRUNCH 8(6X35);1;53543
U335;899946;O 8X6X40 ORIGINAL   ;1;53556
U335;899947;O 8X6X40 QUESO   dia;1;53557
U335;899948;O 8X6X40 CREMA CEBOL;0;53558
U335;899949;O 4X5X40 SURTIDAS   ;1;53588
U335;568200;QUA 4(25X6) NARANJA;1;58611
U335;568202;QUA 4(25X6) UVA BLAN;1;58613
U335;685550;AC 4(25X7) LIMONADA ;0;58632
U335;685551;AC 4(25X7) LIMONADA ;0;58633
U335;685552;AC 4(25X7) LIMONADA ;0;58634
U335;401709001;N ANTIOX 4(25X7) MAN;1;58643
U335;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U335;401709005;N ANTIOX 4(25X7) FRA;0;58653
U335;795025;AC 4(25X7) HUESILLO;1;58660
U335;401724001;N 4(25X8) NARANJA;1;58661
U335;401724010;N 4(25X7) DURAZNO;1;58664
U335;401724011;N 4(25X7) PIÑA;1;58665
U335;506348;AC 4(25X7) POMELO RO;1;58667
U335;401724014;N 4(25X7) FRUTILLA;1;58668
U335;401724015;N 4(25X7) PERA AGUA;1;58669
U335;401724017;N 4(25X7) MANGO;0;58671
U335;401724007;N 4(25X7) BERRIES;1;58673
U335;401724006;N 4(25X7) MELON TUNA;1;58674
U335;401724002;N 4(25X7) PAPAYA;1;58679
U335;685553;AC 4(25X7) TE NEGRO ;1;58680
U335;690643;AC 4(25X7) TE DURAZN;1;58681
U335;401710001;AC 4(25X7) TE V LIMO;1;58682
U335;593562002;AC 4(25X7) MARACUYA;1;58688
U335;795026;N BLENDS PISCO SOUR ;1;58721
U335;795027;N BLENDS MOJITO 4x25;1;58723
U335;795028;N BLENDS CAIPIRINHA ;1;58724
U335;795029;N BLENDS PIÑA COLADA;1;58725
U335;795030;CER PIÑA/COCO 10x10;1;58745
U335;795031; MANZ/UVA BCA 10x10;1;58746
U335;795033;ECER NAR/FRUTIL 10x1;1;58748
U335;401634001;N NECT TET 10X1000 N;1;54416
U335;401634005;N NECT TET 10X1000 D;1;54417
U335;401634004;N NECT TET 10X1000 M;1;54418
U335;401634002;N NECT TET 10X1000 A;1;54420
U335;402622001;N NECT TET 4X6X200 N;1;54431
U335;402622002;N NECT TET 4X6X200 D;1;54432
U335;402622003;N NECT TET 4X6X200 M;0;54433
U335;646726;N NECT TET 4X6X200 P;1;54434
U335;840022;N NECTAR TET 4(6X200;0;54435
U335;401707001;N NECT PET 6X1500 NA;1;54461
U335;401707005;N NECT PET 6X1500 DU;1;54462
U335;401707004;N NECT PET 6X1500 MA;1;54463
U335;401707003;N NECT PET 6X1500 UV;1;54464
U335;401707002;N NECT PET 6X1500 AR;1;54465
U335;840023;N NECTAR PET 6X1500 ;1;54467
U335;840024;N NECTAR PET 6X1500 ;1;54468
U335;10528;RREY 24X170 GRS.;1;50041
U335;10527;RREY 24X100 GRS.;1;50042
U335;10526;RREY 48X50 GRS.;1;50043
U335;872417;MONTERREY C/LECHE 24;1;50340
U335;401712001;IGHT NARANJA 10X1000;1;54081
U335;401712004;IGHT DURAZNO 10X1000;1;54082
U335;401712003;IGHT PIÑA 10X1000;1;54084
U335;402621001;IGHT TETRA 24X200 NA;1;54361
U335;402621003;ET LIGHT PIÑA 24X200;1;54362
U335;402621002;ET LIGHT DURAZNO 24X;1;54363
U335;401713001;ET 10X1000 NARANJA;1;54381
U335;401713002;ET 10X1000 PIÑA;1;54382
U335;401713003;ET 10X1000 DURAZNO;1;54383
U335;401713004;ET 10X1000 DAMASCO;1;54384
U335;401713005;ET 10X1000 MANZANA;1;54385
U335;401713006;ET 10X1000 MANGO;1;54386
U335;401713007;ET 10X1000 MULTIFRUT;1;54387
U335;401713008;ET 10X1000 FRUTILLA;1;54388
U335;402619001;A 6X1500 NARANJA;1;54521
U335;402619008;A 6X1500 PIÑA;1;54522
U335;402619007;A 6X1500 DURAZNO;1;54523
U335;402619006;A 6X1500 DAMASCO;1;54524
U335;402619005;A 6X1500 MANGO;1;54526
U335;402619004;A 6X1500 MULTIFRUTA;1;54527
U335;402625007;ARANJA  4X6X200;1;57521
U335;402625001;IÑA     4X6X200;1;57522
U335;402625006;URAZNO  4X6X200;1;57523
U335;402625005;AMASCO  4X6X200;1;57524
U335;402625004;ANZANA  4X6X200;1;57525
U335;127960;ULTIFRU 4X6X200;1;57527
U335;706576;LIVEAN 20X20 CHOCOLA;1;56251
U335;706577;LIVEAN 20X20 VAINILL;1;56252
U335;706579;LIVEAN 20X20 BERRIES;1;56254
U335;883075;LIVEAN 20X20 Maracuy;1;56255
U335;883076;LIVEAN 20X20 CARAMEL;1;56256
U335;185021;IVEAN 20X22 NARANJA;1;56711
U335;185022;IVEAN 20X22 PIÑA;1;56712
U335;185017;IVEAN 20X22 DURAZNO;1;56713
U335;184702;IVEAN 20X22 BERRIES;1;56715
U335;185020;IVEAN 20X22 MANZANA ;1;56716
U335;185019;IVEAN 20X22 MANDARIN;1;56717
U335;401715001;CHOCO EST 60X50;1;56231
U335;401715003;MANJA EST 60X50;1;56233
U335;401720002;VAIN BSA 24X400;1;53046
U335;401720003;FRUT BSA 24X400;1;53047
U335;401720001;CHOC BSA 24X400;1;53048
U335;144324;VAINILLA 24X200;1;53061
U335;144323;FRUTILLA 24X200;1;53062
U335;144322;CHOCOLAT 24X200;1;53063
U335;401727004;LIGHT 80X20 NARANJA;0;57121
U335;401727005;LIGHT 80X20 PIÑA;1;57122
U335;401727008;LIGHT 80X20 MANGO;0;57125
U335;401727009;LIGHT 80X20 FRUTI LL;1;57127
U335;401727010;LIGHT 80X20 FRAMBUES;0;57128
U335;401725003;UKO FRUT 60X60;1;57404
U335;401725004;UKO NARAN 60X60;1;57407
U335;401725006;UKO BLUE    60X60;1;57409
U335;795020;KO LIGHT 4 NARANJA 4;1;57423
U335;795021;KO LIGHT 4 FRUTAS TR;1;57424
U335;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U335;184997;ZERO 4(25X8) NARANJA;1;57461
U335;401708001;ZERO 4(25X7) PIÑA;1;57462
U335;401708002;ZERO 4(25X7) DURAZNO;1;57463
U335;401708005;ZERO 4(25X7) BERRIES;1;57466
U335;900816;NAC 6(28X35) NARANJA;1;57901
U335;900817;NAC 6(28X35) DURAZNO;1;57902
U335;900818;NAC 6(28X35) PIÑA;1;57903
U335;900819;NAC 6(28X35) MANZANA;1;57904
U335;900820;NAC 6(28X35) FRUTILL;1;57905
U335;900821;NAC 6(28X35) FRAMBUE;1;57906
U335;900822;NAC 6(28X35) DAMASCO;1;57907
U335;900823;NAC 6(28X35) PAPAYA;1;57908
U335;900824;NAC 6(28X35) MANGO;1;57909
U335;900825;NAC 6(28X35) NARANJA;0;57910
U335;900826;NAC 6(28X35) MELON T;1;57911
U335;900827;NAC 6(28X35) HUESILL;1;57912
U335;900828;NAC 6(28X35) KIWI;1;57913
U335;900829;NAC 6(28X35) ARANDAN;1;57914
U335;900831;NAC 6(28X35) LIMON D;1;57916
U335;900832;NUTRITION 6(28X35) N;1;57918
U335;900833;NAC TUTIFRUTI 6(28X3;1;57920
U335;900834;NAC TUTIFRUTI 6(28X3;1;57921
U335;900835;NAC TUTIFRUTI 6(28X3;1;57922
U335;900836;TEAFRUT 6(28X35) TE ;1;57923
